DATA INICIAL,DATA FINAL,ESTADO,CIDADE,PRODUTO,NUMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PRECO MEDIO REVENDA,DESVIO PADRAO REVENDA,PRECO MINIMO REVENDA,PRECO MAXIMO REVENDA,COEF DE VARIACAO REVENDA
8/4/2024,8/10/2024,MARANHAO,PRESIDENTE DUTRA,GASOLINA COMUM,15,R$/l,"6,19","0,111","5,99","6,29","0,018"
8/4/2024,8/10/2024,SAO PAULO,PRESIDENTE PRUDENTE,GASOLINA COMUM,15,R$/l,"6,09","0,271","5,49","6,39","0,044"
8/4/2024,8/10/2024,CEARA,QUIXADA,GASOLINA COMUM,8,R$/l,"6,20","0,056","6,18","6,34","0,009"
8/4/2024,8/10/2024,PERNAMBUCO,RECIFE,GASOLINA COMUM,27,R$/l,"6,10","0,035","6,04","6,19","0,006"
8/4/2024,8/10/2024,SAO PAULO,RIBEIRAO PIRES,GASOLINA COMUM,8,R$/l,"6,00","0,216","5,57","6,19","0,036"
8/4/2024,8/10/2024,SAO PAULO,RIBEIRAO PRETO,GASOLINA COMUM,23,R$/l,"6,11","0,172","5,85","6,49","0,028"
8/4/2024,8/10/2024,RIO DE JANEIRO,RIO BONITO,GASOLINA COMUM,8,R$/l,"5,88","0,182","5,69","6,18","0,031"
8/4/2024,8/10/2024,ACRE,RIO BRANCO,GASOLINA COMUM,14,R$/l,"7,17","0,020","7,14","7,19","0,003"
8/4/2024,8/10/2024,RIO DE JANEIRO,RIO DE JANEIRO,GASOLINA COMUM,82,R$/l,"5,95","0,322","5,39","7,79","0,054"
8/4/2024,8/10/2024,ALAGOAS,RIO LARGO,GASOLINA COMUM,8,R$/l,"6,28","0,048","6,24","6,39","0,008"
8/4/2024,8/10/2024,GOIAS,RIO VERDE,GASOLINA COMUM,14,R$/l,"5,77","0,108","5,69","5,99","0,019"
8/4/2024,8/10/2024,MINAS GERAIS,SABARA,GASOLINA COMUM,7,R$/l,"6,33","0,064","6,24","6,39","0,010"
8/4/2024,8/10/2024,SAO PAULO,SALTO,GASOLINA COMUM,8,R$/l,"5,81","0,274","5,39","6,14","0,047"
8/4/2024,8/10/2024,BAHIA,SALVADOR,GASOLINA COMUM,29,R$/l,"6,36","0,045","6,18","6,39","0,007"
8/4/2024,8/10/2024,PERNAMBUCO,SANTA CRUZ DO CAPIBARIBE,GASOLINA COMUM,8,R$/l,"6,06","0,093","5,98","6,25","0,015"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SANTA CRUZ DO SUL,GASOLINA COMUM,14,R$/l,"6,20","0,118","5,98","6,36","0,019"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SANTA MARIA,GASOLINA COMUM,14,R$/l,"6,09","0,195","5,77","6,49","0,032"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SANTA ROSA,GASOLINA COMUM,9,R$/l,"6,05","0,128","5,88","6,29","0,021"
8/4/2024,8/10/2024,AMAPA,SANTANA,GASOLINA COMUM,6,R$/l,"6,01","0,070","5,89","6,09","0,012"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SANTANA DO LIVRAMENTO,GASOLINA COMUM,9,R$/l,"6,60","0,134","6,27","6,69","0,020"
8/4/2024,8/10/2024,PARA,SANTAREM,GASOLINA COMUM,16,R$/l,"6,14","0,099","5,95","6,29","0,016"
8/4/2024,8/10/2024,SAO PAULO,SANTO ANDRE,GASOLINA COMUM,19,R$/l,"5,91","0,268","5,09","6,39","0,045"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SANTO ANGELO,GASOLINA COMUM,8,R$/l,"6,29","0,101","6,19","6,49","0,016"
8/4/2024,8/10/2024,BAHIA,SANTO ANTONIO DE JESUS,GASOLINA COMUM,8,R$/l,"6,54","0,018","6,54","6,59","0,003"
8/4/2024,8/10/2024,RIO DE JANEIRO,SANTO ANTONIO DE PADUA,GASOLINA COMUM,10,R$/l,"5,99","0,145","5,79","6,19","0,024"
8/4/2024,8/10/2024,SAO PAULO,SANTOS,GASOLINA COMUM,15,R$/l,"5,95","0,280","5,59","6,39","0,047"
8/4/2024,8/10/2024,SAO PAULO,SAO BERNARDO DO CAMPO,GASOLINA COMUM,19,R$/l,"5,97","0,221","5,45","6,29","0,037"
8/4/2024,8/10/2024,SAO PAULO,SAO CAETANO DO SUL,GASOLINA COMUM,11,R$/l,"5,87","0,508","4,99","6,39","0,087"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SAO GABRIEL,GASOLINA COMUM,8,R$/l,"6,27","0,088","6,19","6,39","0,014"
8/4/2024,8/10/2024,RIO DE JANEIRO,SAO GONCALO,GASOLINA COMUM,10,R$/l,"5,83","0,216","5,39","6,09","0,037"
8/4/2024,8/10/2024,SAO PAULO,SAO JOAO DA BOA VISTA,GASOLINA COMUM,9,R$/l,"5,64","0,333","4,99","6,09","0,059"
8/4/2024,8/10/2024,RIO DE JANEIRO,SAO JOAO DE MERITI,GASOLINA COMUM,10,R$/l,"5,78","0,157","5,57","5,99","0,027"
8/4/2024,8/10/2024,MINAS GERAIS,SAO JOAO DEL REI,GASOLINA COMUM,8,R$/l,"5,97","0,020","5,95","5,99","0,003"
8/4/2024,8/10/2024,SANTA CATARINA,SAO JOSE,GASOLINA COMUM,14,R$/l,"5,90","0,054","5,86","5,99","0,009"
8/4/2024,8/10/2024,MARANHAO,SAO JOSE DE RIBAMAR,GASOLINA COMUM,10,R$/l,"5,81","0,069","5,69","5,89","0,012"
8/4/2024,8/10/2024,SAO PAULO,SAO JOSE DO RIO PRETO,GASOLINA COMUM,19,R$/l,"5,92","0,185","5,59","6,19","0,031"
8/4/2024,8/10/2024,SAO PAULO,SAO JOSE DOS CAMPOS,GASOLINA COMUM,19,R$/l,"5,73","0,364","5,37","6,99","0,063"
8/4/2024,8/10/2024,PARANA,SAO JOSE DOS PINHAIS,GASOLINA COMUM,12,R$/l,"6,21","0,097","5,99","6,29","0,016"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SAO LEOPOLDO,GASOLINA COMUM,10,R$/l,"6,18","0,013","6,16","6,19","0,002"
8/4/2024,8/10/2024,MARANHAO,SAO LUIS,GASOLINA COMUM,22,R$/l,"5,82","0,084","5,59","5,89","0,014"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SAO LUIZ GONZAGA,GASOLINA COMUM,8,R$/l,"6,13","0,020","6,09","6,15","0,003"
8/4/2024,8/10/2024,ESPIRITO SANTO,SAO MATEUS,GASOLINA COMUM,9,R$/l,"6,59","0,000","6,59","6,59","0,000"
8/4/2024,8/10/2024,SAO PAULO,SAO PAULO,GASOLINA COMUM,207,R$/l,"5,92","0,469","4,99","7,99","0,079"
8/4/2024,8/10/2024,SAO PAULO,SAO VICENTE,GASOLINA COMUM,8,R$/l,"5,93","0,309","5,56","6,29","0,052"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SAPUCAIA DO SUL,GASOLINA COMUM,8,R$/l,"6,17","0,016","6,16","6,19","0,003"
8/4/2024,8/10/2024,RIO DE JANEIRO,SAQUAREMA,GASOLINA COMUM,7,R$/l,"6,07","0,137","5,89","6,29","0,023"
8/4/2024,8/10/2024,BAHIA,SENHOR DO BONFIM,GASOLINA COMUM,9,R$/l,"6,41","0,177","6,13","6,59","0,028"
8/4/2024,8/10/2024,ESPIRITO SANTO,SERRA,GASOLINA COMUM,14,R$/l,"6,14","0,097","6,09","6,45","0,016"
8/4/2024,8/10/2024,PERNAMBUCO,SERRA TALHADA,GASOLINA COMUM,9,R$/l,"6,28","0,010","6,26","6,29","0,002"
8/4/2024,8/10/2024,BAHIA,SERRINHA,GASOLINA COMUM,10,R$/l,"6,26","0,087","6,17","6,39","0,014"
8/4/2024,8/10/2024,SAO PAULO,SERTAOZINHO,GASOLINA COMUM,9,R$/l,"5,99","0,074","5,90","6,15","0,012"
8/4/2024,8/10/2024,MINAS GERAIS,SETE LAGOAS,GASOLINA COMUM,11,R$/l,"5,99","0,130","5,87","6,19","0,022"
8/4/2024,8/10/2024,MATO GROSSO,SINOP,GASOLINA COMUM,12,R$/l,"6,10","0,393","5,63","6,69","0,064"
8/4/2024,8/10/2024,CEARA,SOBRAL,GASOLINA COMUM,12,R$/l,"6,66","0,026","6,62","6,69","0,004"
8/4/2024,8/10/2024,SAO PAULO,SOROCABA,GASOLINA COMUM,19,R$/l,"5,74","0,309","5,27","6,19","0,054"
8/4/2024,8/10/2024,PARAIBA,SOUSA,GASOLINA COMUM,7,R$/l,"6,19","0,111","5,99","6,29","0,018"
8/4/2024,8/10/2024,SAO PAULO,SUMARE,GASOLINA COMUM,14,R$/l,"5,81","0,263","5,19","6,19","0,045"
8/4/2024,8/10/2024,SAO PAULO,SUZANO,GASOLINA COMUM,10,R$/l,"5,70","0,291","5,09","5,98","0,051"
8/4/2024,8/10/2024,SAO PAULO,TABOAO DA SERRA,GASOLINA COMUM,8,R$/l,"5,97","0,596","5,49","7,39","0,100"
8/4/2024,8/10/2024,SAO PAULO,TATUI,GASOLINA COMUM,3,R$/l,"5,92","0,379","5,49","6,19","0,064"
8/4/2024,8/10/2024,SAO PAULO,TAUBATE,GASOLINA COMUM,15,R$/l,"5,59","0,067","5,45","5,69","0,012"
8/4/2024,8/10/2024,BAHIA,TEIXEIRA DE FREITAS,GASOLINA COMUM,7,R$/l,"6,56","0,026","6,54","6,59","0,004"
8/4/2024,8/10/2024,MINAS GERAIS,TEOFILO OTONI,GASOLINA COMUM,10,R$/l,"6,26","0,120","6,01","6,39","0,019"
8/4/2024,8/10/2024,PIAUI,TERESINA,GASOLINA COMUM,29,R$/l,"5,96","0,069","5,87","6,19","0,012"
8/4/2024,8/10/2024,PARANA,TOLEDO,GASOLINA COMUM,9,R$/l,"6,12","0,229","5,89","6,59","0,037"
8/4/2024,8/10/2024,MINAS GERAIS,TRES CORACOES,GASOLINA COMUM,8,R$/l,"6,32","0,128","6,14","6,49","0,020"
8/4/2024,8/10/2024,MATO GROSSO DO SUL,TRES LAGOAS,GASOLINA COMUM,9,R$/l,"6,05","0,133","5,87","6,19","0,022"
8/4/2024,8/10/2024,RIO DE JANEIRO,TRES RIOS,GASOLINA COMUM,8,R$/l,"6,61","0,046","6,59","6,69","0,007"
8/4/2024,8/10/2024,GOIAS,TRINDADE,GASOLINA COMUM,7,R$/l,"5,63","0,036","5,59","5,69","0,006"
8/4/2024,8/10/2024,SANTA CATARINA,TUBARAO,GASOLINA COMUM,10,R$/l,"6,03","0,087","5,88","6,19","0,014"
8/4/2024,8/10/2024,SAO PAULO,UBATUBA,GASOLINA COMUM,8,R$/l,"6,05","0,248","5,76","6,37","0,041"
8/4/2024,8/10/2024,MINAS GERAIS,UBERABA,GASOLINA COMUM,16,R$/l,"5,91","0,117","5,69","6,09","0,020"
8/4/2024,8/10/2024,MINAS GERAIS,UBERLANDIA,GASOLINA COMUM,19,R$/l,"5,84","0,130","5,67","5,98","0,022"
8/4/2024,8/10/2024,PARANA,UMUARAMA,GASOLINA COMUM,13,R$/l,"5,95","0,226","5,76","6,29","0,038"
8/4/2024,8/10/2024,MINAS GERAIS,UNAI,GASOLINA COMUM,8,R$/l,"6,23","0,234","5,69","6,49","0,038"
8/4/2024,8/10/2024,PARANA,UNIAO DA VITORIA,GASOLINA COMUM,8,R$/l,"6,42","0,041","6,39","6,49","0,006"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,VACARIA,GASOLINA COMUM,8,R$/l,"6,20","0,148","6,11","6,54","0,024"
8/4/2024,8/10/2024,BAHIA,VALENCA,GASOLINA COMUM,7,R$/l,"6,53","0,004","6,53","6,54","0,001"
8/4/2024,8/10/2024,SAO PAULO,VALINHOS,GASOLINA COMUM,10,R$/l,"5,83","0,282","5,39","6,17","0,048"
8/4/2024,8/10/2024,GOIAS,VALPARAISO DE GOIAS,GASOLINA COMUM,9,R$/l,"6,02","0,013","5,99","6,03","0,002"
8/4/2024,8/10/2024,MATO GROSSO,VARZEA GRANDE,GASOLINA COMUM,16,R$/l,"6,05","0,046","5,95","6,09","0,008"
8/4/2024,8/10/2024,SAO PAULO,VARZEA PAULISTA,GASOLINA COMUM,8,R$/l,"5,86","0,166","5,69","6,19","0,028"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,VIAMAO,GASOLINA COMUM,10,R$/l,"5,98","0,084","5,78","6,09","0,014"
8/4/2024,8/10/2024,SANTA CATARINA,VIDEIRA,GASOLINA COMUM,7,R$/l,"6,16","0,147","5,87","6,29","0,024"
8/4/2024,8/10/2024,ESPIRITO SANTO,VILA VELHA,GASOLINA COMUM,16,R$/l,"6,09","0,064","5,89","6,18","0,010"
8/4/2024,8/10/2024,RONDONIA,VILHENA,GASOLINA COMUM,9,R$/l,"6,65","0,134","6,39","6,79","0,020"
8/4/2024,8/10/2024,SAO PAULO,VINHEDO,GASOLINA COMUM,8,R$/l,"5,88","0,274","5,45","6,29","0,047"
8/4/2024,8/10/2024,ESPIRITO SANTO,VITORIA,GASOLINA COMUM,12,R$/l,"6,09","0,048","6,03","6,19","0,008"
8/4/2024,8/10/2024,BAHIA,VITORIA DA CONQUISTA,GASOLINA COMUM,5,R$/l,"6,32","0,022","6,30","6,34","0,003"
8/4/2024,8/10/2024,PERNAMBUCO,VITORIA DE SANTO ANTAO,GASOLINA COMUM,8,R$/l,"5,94","0,046","5,87","5,99","0,008"
8/4/2024,8/10/2024,RIO DE JANEIRO,VOLTA REDONDA,GASOLINA COMUM,9,R$/l,"6,26","0,152","6,09","6,59","0,024"
8/4/2024,8/10/2024,SAO PAULO,VOTORANTIM,GASOLINA COMUM,8,R$/l,"5,71","0,261","5,29","6,15","0,046"
8/4/2024,8/10/2024,SAO PAULO,VOTUPORANGA,GASOLINA COMUM,9,R$/l,"5,96","0,120","5,79","6,19","0,020"
8/4/2024,8/10/2024,SAO PAULO,AMERICANA,GLP,8,R$/13kg,"102,49","8,455","94,99","120,00","0,082"
8/4/2024,8/10/2024,GOIAS,ANAPOLIS,GLP,17,R$/13kg,"101,05","3,010","100,00","110,00","0,030"
8/4/2024,8/10/2024,GOIAS,APARECIDA DE GOIANIA,GLP,27,R$/13kg,"100,85","7,016","84,99","115,00","0,070"
8/4/2024,8/10/2024,SERGIPE,ARACAJU,GLP,9,R$/13kg,"101,93","5,448","93,00","110,00","0,053"
8/4/2024,8/10/2024,SAO PAULO,ARACATUBA,GLP,16,R$/13kg,"87,92","3,257","79,99","95,00","0,037"
8/4/2024,8/10/2024,SAO PAULO,BAURU,GLP,12,R$/13kg,"98,65","2,803","94,99","102,00","0,028"
8/4/2024,8/10/2024,PARA,BELEM,GLP,6,R$/13kg,"113,74","4,939","109,99","120,00","0,043"
8/4/2024,8/10/2024,MINAS GERAIS,BELO HORIZONTE,GLP,28,R$/13kg,"102,89","12,009","85,00","129,00","0,117"
8/4/2024,8/10/2024,SANTA CATARINA,BLUMENAU,GLP,10,R$/13kg,"113,70","6,056","110,00","125,00","0,053"
8/4/2024,8/10/2024,RORAIMA,BOA VISTA,GLP,26,R$/13kg,"132,09","6,248","120,00","148,00","0,047"
8/4/2024,8/10/2024,DISTRITO FEDERAL,BRASILIA,GLP,42,R$/13kg,"97,83","4,485","89,99","110,00","0,046"
8/4/2024,8/10/2024,PARAIBA,CAMPINA GRANDE,GLP,4,R$/13kg,"101,75","10,112","87,00","110,00","0,099"
8/4/2024,8/10/2024,SAO PAULO,CAMPINAS,GLP,12,R$/13kg,"99,65","6,842","89,99","110,00","0,069"
8/4/2024,8/10/2024,MATO GROSSO DO SUL,CAMPO GRANDE,GLP,30,R$/13kg,"105,96","8,244","94,00","139,00","0,078"
8/4/2024,8/10/2024,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,GLP,10,R$/13kg,"88,39","6,223","77,00","98,00","0,070"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,CANOAS,GLP,16,R$/13kg,"103,03","2,879","98,00","108,00","0,028"
8/4/2024,8/10/2024,PERNAMBUCO,CARUARU,GLP,9,R$/13kg,"83,55","2,241","80,00","85,00","0,027"
8/4/2024,8/10/2024,PARANA,CASCAVEL,GLP,16,R$/13kg,"108,68","6,118","99,00","120,00","0,056"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,CAXIAS DO SUL,GLP,19,R$/13kg,"103,78","5,044","89,90","115,00","0,049"
8/4/2024,8/10/2024,MINAS GERAIS,CONTAGEM,GLP,19,R$/13kg,"102,46","10,969","83,99","122,00","0,107"
8/4/2024,8/10/2024,SANTA CATARINA,CRICIUMA,GLP,5,R$/13kg,"118,80","2,168","115,00","120,00","0,018"
8/4/2024,8/10/2024,MATO GROSSO,CUIABA,GLP,31,R$/13kg,"114,09","13,824","85,00","144,00","0,121"
8/4/2024,8/10/2024,PARANA,CURITIBA,GLP,48,R$/13kg,"92,54","6,074","83,00","108,00","0,066"
8/4/2024,8/10/2024,SAO PAULO,DIADEMA,GLP,9,R$/13kg,"98,99","8,988","92,99","121,00","0,091"
8/4/2024,8/10/2024,MATO GROSSO DO SUL,DOURADOS,GLP,16,R$/13kg,"111,86","10,392","99,99","130,00","0,093"
8/4/2024,8/10/2024,RIO DE JANEIRO,DUQUE DE CAXIAS,GLP,10,R$/13kg,"90,39","4,274","83,99","99,99","0,047"
8/4/2024,8/10/2024,BAHIA,FEIRA DE SANTANA,GLP,9,R$/13kg,"103,66","4,272","98,00","110,00","0,041"
8/4/2024,8/10/2024,SANTA CATARINA,FLORIANOPOLIS,GLP,3,R$/13kg,"125,33","4,041","123,00","130,00","0,032"
8/4/2024,8/10/2024,CEARA,FORTALEZA,GLP,23,R$/13kg,"101,68","8,051","94,99","122,00","0,079"
8/4/2024,8/10/2024,PARANA,FOZ DO IGUACU,GLP,15,R$/13kg,"111,00","4,309","105,00","120,00","0,039"
8/4/2024,8/10/2024,SAO PAULO,FRANCA,GLP,13,R$/13kg,"100,60","5,473","94,99","110,00","0,054"
8/4/2024,8/10/2024,GOIAS,GOIANIA,GLP,29,R$/13kg,"104,82","9,499","84,99","130,00","0,091"
8/4/2024,8/10/2024,MINAS GERAIS,GOVERNADOR VALADARES,GLP,9,R$/13kg,"114,33","5,172","105,00","120,00","0,045"
8/4/2024,8/10/2024,SAO PAULO,GUARULHOS,GLP,13,R$/13kg,"97,99","8,012","85,00","115,00","0,082"
8/4/2024,8/10/2024,MARANHAO,IMPERATRIZ,GLP,12,R$/13kg,"102,08","3,342","95,00","105,00","0,033"
8/4/2024,8/10/2024,SANTA CATARINA,ITAJAI,GLP,15,R$/13kg,"105,59","9,053","95,00","129,00","0,086"
8/4/2024,8/10/2024,PERNAMBUCO,JABOATAO DOS GUARARAPES,GLP,12,R$/13kg,"91,83","3,158","85,00","95,00","0,034"
8/4/2024,8/10/2024,SAO PAULO,JACAREI,GLP,10,R$/13kg,"95,26","8,060","89,00","115,00","0,085"
8/4/2024,8/10/2024,PARAIBA,JOAO PESSOA,GLP,28,R$/13kg,"97,10","8,009","79,99","110,00","0,082"
8/4/2024,8/10/2024,SANTA CATARINA,JOINVILLE,GLP,6,R$/13kg,"122,50","5,206","118,00","132,00","0,042"
8/4/2024,8/10/2024,MINAS GERAIS,JUIZ DE FORA,GLP,16,R$/13kg,"87,80","5,024","79,99","101,00","0,057"
8/4/2024,8/10/2024,SAO PAULO,JUNDIAI,GLP,10,R$/13kg,"107,29","6,381","92,99","115,00","0,059"
8/4/2024,8/10/2024,SAO PAULO,LIMEIRA,GLP,7,R$/13kg,"104,28","10,179","94,99","115,00","0,098"
8/4/2024,8/10/2024,PARANA,LONDRINA,GLP,16,R$/13kg,"104,06","9,525","90,00","120,00","0,092"
8/4/2024,8/10/2024,AMAPA,MACAPA,GLP,16,R$/13kg,"116,31","6,760","108,00","126,00","0,058"
8/4/2024,8/10/2024,ALAGOAS,MACEIO,GLP,28,R$/13kg,"97,10","6,540","85,00","110,00","0,067"
8/4/2024,8/10/2024,AMAZONAS,MANAUS,GLP,71,R$/13kg,"122,26","6,208","113,00","139,00","0,051"
8/4/2024,8/10/2024,SAO PAULO,MARILIA,GLP,9,R$/13kg,"118,00","2,398","115,00","120,00","0,020"
8/4/2024,8/10/2024,PARANA,MARINGA,GLP,14,R$/13kg,"104,62","10,669","89,90","125,00","0,102"
8/4/2024,8/10/2024,SAO PAULO,MOGI DAS CRUZES,GLP,4,R$/13kg,"101,97","2,442","99,99","105,00","0,024"
8/4/2024,8/10/2024,MINAS GERAIS,MONTES CLAROS,GLP,26,R$/13kg,"106,03","7,080","96,00","125,00","0,067"
8/4/2024,8/10/2024,RIO GRANDE DO NORTE,NATAL,GLP,13,R$/13kg,"102,15","12,287","87,00","128,00","0,120"
8/4/2024,8/10/2024,RIO DE JANEIRO,NITEROI,GLP,7,R$/13kg,"91,70","8,204","80,99","102,00","0,089"
8/4/2024,8/10/2024,RIO DE JANEIRO,NOVA IGUACU,GLP,16,R$/13kg,"98,12","10,628","80,00","110,00","0,108"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,NOVO HAMBURGO,GLP,10,R$/13kg,"101,90","3,281","97,00","107,00","0,032"
8/4/2024,8/10/2024,SAO PAULO,OSASCO,GLP,13,R$/13kg,"103,56","9,971","89,99","119,99","0,096"
8/4/2024,8/10/2024,TOCANTINS,PALMAS,GLP,14,R$/13kg,"124,14","5,201","115,00","135,00","0,042"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,PELOTAS,GLP,14,R$/13kg,"104,06","2,906","99,00","110,00","0,028"
8/4/2024,8/10/2024,PERNAMBUCO,PETROLINA,GLP,14,R$/13kg,"105,49","6,932","90,00","115,00","0,066"
8/4/2024,8/10/2024,RIO DE JANEIRO,PETROPOLIS,GLP,7,R$/13kg,"99,14","5,585","89,99","105,00","0,056"
8/4/2024,8/10/2024,SAO PAULO,PIRACICABA,GLP,8,R$/13kg,"101,24","5,828","94,99","110,00","0,058"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,PORTO ALEGRE,GLP,15,R$/13kg,"108,66","6,409","99,90","125,00","0,059"
8/4/2024,8/10/2024,RONDONIA,PORTO VELHO,GLP,27,R$/13kg,"116,09","5,893","103,00","128,00","0,051"
8/4/2024,8/10/2024,SAO PAULO,PRESIDENTE PRUDENTE,GLP,10,R$/13kg,"104,57","5,002","97,99","110,00","0,048"
8/4/2024,8/10/2024,PERNAMBUCO,RECIFE,GLP,15,R$/13kg,"87,66","6,331","80,00","100,00","0,072"
8/4/2024,8/10/2024,SAO PAULO,RIBEIRAO PRETO,GLP,13,R$/13kg,"106,61","9,152","84,99","119,99","0,086"
8/4/2024,8/10/2024,ACRE,RIO BRANCO,GLP,24,R$/13kg,"118,91","5,897","103,00","128,00","0,050"
8/4/2024,8/10/2024,RIO DE JANEIRO,RIO DE JANEIRO,GLP,31,R$/13kg,"96,31","7,889","84,99","124,00","0,082"
8/4/2024,8/10/2024,BAHIA,SALVADOR,GLP,26,R$/13kg,"114,72","7,640","99,99","133,00","0,067"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SANTA MARIA,GLP,15,R$/13kg,"106,17","5,597","89,90","113,90","0,053"
8/4/2024,8/10/2024,SAO PAULO,SANTO ANDRE,GLP,10,R$/13kg,"105,59","6,468","99,99","119,00","0,061"
8/4/2024,8/10/2024,SAO PAULO,SANTOS,GLP,9,R$/13kg,"121,41","3,970","114,90","124,90","0,033"
8/4/2024,8/10/2024,SAO PAULO,SAO BERNARDO DO CAMPO,GLP,3,R$/13kg,"121,00","3,464","119,00","125,00","0,029"
8/4/2024,8/10/2024,SANTA CATARINA,SAO JOSE,GLP,12,R$/13kg,"114,58","5,092","104,99","124,00","0,044"
8/4/2024,8/10/2024,SAO PAULO,SAO JOSE DO RIO PRETO,GLP,24,R$/13kg,"109,24","9,579","95,00","130,00","0,088"
8/4/2024,8/10/2024,SAO PAULO,SAO JOSE DOS CAMPOS,GLP,16,R$/13kg,"95,17","14,061","75,99","115,00","0,148"
8/4/2024,8/10/2024,MARANHAO,SAO LUIS,GLP,29,R$/13kg,"99,84","4,845","89,90","115,99","0,049"
8/4/2024,8/10/2024,SAO PAULO,SAO PAULO,GLP,52,R$/13kg,"107,33","8,379","89,99","126,00","0,078"
8/4/2024,8/10/2024,ESPIRITO SANTO,SERRA,GLP,14,R$/13kg,"92,71","7,851","79,99","105,00","0,085"
8/4/2024,8/10/2024,SAO PAULO,SOROCABA,GLP,15,R$/13kg,"107,72","7,997","99,99","119,99","0,074"
8/4/2024,8/10/2024,SAO PAULO,TAUBATE,GLP,10,R$/13kg,"90,39","6,756","82,00","99,00","0,075"
8/4/2024,8/10/2024,PIAUI,TERESINA,GLP,28,R$/13kg,"98,89","3,687","94,99","110,00","0,037"
8/4/2024,8/10/2024,MINAS GERAIS,UBERABA,GLP,14,R$/13kg,"96,78","7,992","85,00","110,00","0,083"
8/4/2024,8/10/2024,MINAS GERAIS,UBERLANDIA,GLP,19,R$/13kg,"97,26","10,334","85,00","125,00","0,106"
8/4/2024,8/10/2024,MATO GROSSO,VARZEA GRANDE,GLP,21,R$/13kg,"104,98","10,464","89,90","125,00","0,100"
8/4/2024,8/10/2024,ESPIRITO SANTO,VILA VELHA,GLP,15,R$/13kg,"98,53","2,950","90,00","100,00","0,030"
8/4/2024,8/10/2024,ESPIRITO SANTO,VITORIA,GLP,8,R$/13kg,"97,49","5,345","90,00","105,00","0,055"
8/4/2024,8/10/2024,BAHIA,ALAGOINHAS,GNV,2,R$/m³,"4,38","0,007","4,38","4,39","0,002"
8/4/2024,8/10/2024,SERGIPE,ARACAJU,GNV,3,R$/m³,"4,89","0,000","4,89","4,89","0,000"
8/4/2024,8/10/2024,SAO PAULO,ARACATUBA,GNV,1,R$/m³,"4,92","0,000","4,92","4,92","0,000"
8/4/2024,8/10/2024,ALAGOAS,ARAPIRACA,GNV,1,R$/m³,"4,99","0,000","4,99","4,99","0,000"
8/4/2024,8/10/2024,RIO DE JANEIRO,ARARUAMA,GNV,3,R$/m³,"6,39","0,000","6,39","6,39","0,000"
8/4/2024,8/10/2024,MINAS GERAIS,BARBACENA,GNV,2,R$/m³,"5,50","0,219","5,35","5,66","0,040"
8/4/2024,8/10/2024,RIO DE JANEIRO,BARRA MANSA,GNV,5,R$/m³,"5,35","0,207","4,99","5,49","0,039"
8/4/2024,8/10/2024,SAO PAULO,BARUERI,GNV,2,R$/m³,"4,59","0,000","4,59","4,59","0,000"
8/4/2024,8/10/2024,PARAIBA,BAYEUX,GNV,5,R$/m³,"5,01","0,165","4,72","5,09","0,033"
8/4/2024,8/10/2024,RIO DE JANEIRO,BELFORD ROXO,GNV,4,R$/m³,"4,78","0,082","4,69","4,89","0,017"
8/4/2024,8/10/2024,MINAS GERAIS,BELO HORIZONTE,GNV,4,R$/m³,"5,19","0,200","4,89","5,29","0,039"
8/4/2024,8/10/2024,MINAS GERAIS,BETIM,GNV,1,R$/m³,"4,99","0,000","4,99","4,99","0,000"
8/4/2024,8/10/2024,SANTA CATARINA,BRUSQUE,GNV,3,R$/m³,"5,09","0,000","5,09","5,09","0,000"
8/4/2024,8/10/2024,PARAIBA,CABEDELO,GNV,1,R$/m³,"5,09","0,000","5,09","5,09","0,000"
8/4/2024,8/10/2024,PERNAMBUCO,CABO DE SANTO AGOSTINHO,GNV,3,R$/m³,"4,59","0,000","4,59","4,59","0,000"
8/4/2024,8/10/2024,RIO DE JANEIRO,CABO FRIO,GNV,7,R$/m³,"5,53","0,090","5,35","5,59","0,016"
8/4/2024,8/10/2024,SAO PAULO,CACAPAVA,GNV,1,R$/m³,"4,79","0,000","4,79","4,79","0,000"
8/4/2024,8/10/2024,ESPIRITO SANTO,CACHOEIRO DE ITAPEMIRIM,GNV,1,R$/m³,"5,39","0,000","5,39","5,39","0,000"
