DATA INICIAL,DATA FINAL,ESTADO,CIDADE,PRODUTO,NUMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PRECO MEDIO REVENDA,DESVIO PADRAO REVENDA,PRECO MINIMO REVENDA,PRECO MAXIMO REVENDA,COEF DE VARIACAO REVENDA
8/4/2024,8/10/2024,SAO PAULO,POA,ETANOL HIDRATADO,8,R$/l,"3,96","0,192","3,69","4,29","0,049"
8/4/2024,8/10/2024,BAHIA,POCOES,ETANOL HIDRATADO,8,R$/l,"4,57","0,181","4,23","4,70","0,039"
8/4/2024,8/10/2024,MINAS GERAIS,POCOS DE CALDAS,ETANOL HIDRATADO,10,R$/l,"3,91","0,132","3,79","4,19","0,034"
8/4/2024,8/10/2024,MATO GROSSO DO SUL,PONTA PORA,ETANOL HIDRATADO,7,R$/l,"4,19","0,199","4,08","4,61","0,048"
8/4/2024,8/10/2024,GOIAS,PORANGATU,ETANOL HIDRATADO,8,R$/l,"4,18","0,013","4,15","4,19","0,003"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,PORTO ALEGRE,ETANOL HIDRATADO,12,R$/l,"4,71","0,365","4,19","5,29","0,077"
8/4/2024,8/10/2024,TOCANTINS,PORTO NACIONAL,ETANOL HIDRATADO,6,R$/l,"4,27","0,311","3,99","4,79","0,073"
8/4/2024,8/10/2024,BAHIA,PORTO SEGURO,ETANOL HIDRATADO,6,R$/l,"4,91","0,083","4,75","4,96","0,017"
8/4/2024,8/10/2024,RONDONIA,PORTO VELHO,ETANOL HIDRATADO,11,R$/l,"4,99","0,138","4,69","5,18","0,028"
8/4/2024,8/10/2024,SAO PAULO,PRAIA GRANDE,ETANOL HIDRATADO,13,R$/l,"4,03","0,250","3,59","4,39","0,062"
8/4/2024,8/10/2024,MARANHAO,PRESIDENTE DUTRA,ETANOL HIDRATADO,6,R$/l,"5,09","0,121","4,95","5,29","0,024"
8/4/2024,8/10/2024,SAO PAULO,PRESIDENTE PRUDENTE,ETANOL HIDRATADO,16,R$/l,"3,74","0,127","3,53","3,89","0,034"
8/4/2024,8/10/2024,CEARA,QUIXADA,ETANOL HIDRATADO,7,R$/l,"4,99","0,000","4,99","4,99","0,000"
8/4/2024,8/10/2024,PERNAMBUCO,RECIFE,ETANOL HIDRATADO,28,R$/l,"4,72","0,067","4,59","4,89","0,014"
8/4/2024,8/10/2024,SAO PAULO,RIBEIRAO PIRES,ETANOL HIDRATADO,8,R$/l,"3,96","0,121","3,77","4,09","0,031"
8/4/2024,8/10/2024,SAO PAULO,RIBEIRAO PRETO,ETANOL HIDRATADO,24,R$/l,"4,05","0,124","3,89","4,39","0,031"
8/4/2024,8/10/2024,RIO DE JANEIRO,RIO BONITO,ETANOL HIDRATADO,8,R$/l,"4,28","0,220","4,09","4,69","0,051"
8/4/2024,8/10/2024,ACRE,RIO BRANCO,ETANOL HIDRATADO,11,R$/l,"4,92","0,073","4,79","4,99","0,015"
8/4/2024,8/10/2024,RIO DE JANEIRO,RIO DE JANEIRO,ETANOL HIDRATADO,72,R$/l,"4,35","0,269","3,95","5,70","0,062"
8/4/2024,8/10/2024,ALAGOAS,RIO LARGO,ETANOL HIDRATADO,8,R$/l,"4,94","0,065","4,85","4,99","0,013"
8/4/2024,8/10/2024,GOIAS,RIO VERDE,ETANOL HIDRATADO,14,R$/l,"3,87","0,091","3,79","3,99","0,024"
8/4/2024,8/10/2024,MINAS GERAIS,SABARA,ETANOL HIDRATADO,5,R$/l,"4,55","0,055","4,49","4,59","0,012"
8/4/2024,8/10/2024,SAO PAULO,SALTO,ETANOL HIDRATADO,8,R$/l,"3,88","0,173","3,69","4,09","0,045"
8/4/2024,8/10/2024,BAHIA,SALVADOR,ETANOL HIDRATADO,25,R$/l,"4,76","0,033","4,68","4,79","0,007"
8/4/2024,8/10/2024,PERNAMBUCO,SANTA CRUZ DO CAPIBARIBE,ETANOL HIDRATADO,6,R$/l,"4,67","0,078","4,59","4,80","0,017"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SANTA CRUZ DO SUL,ETANOL HIDRATADO,5,R$/l,"5,70","0,629","4,59","6,14","0,110"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SANTA MARIA,ETANOL HIDRATADO,6,R$/l,"4,55","0,151","4,39","4,69","0,033"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SANTA ROSA,ETANOL HIDRATADO,2,R$/l,"4,79","0,283","4,59","4,99","0,059"
8/4/2024,8/10/2024,AMAPA,SANTANA,ETANOL HIDRATADO,1,R$/l,"5,24","0,000","5,24","5,24","0,000"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SANTANA DO LIVRAMENTO,ETANOL HIDRATADO,5,R$/l,"5,41","0,387","4,90","5,69","0,071"
8/4/2024,8/10/2024,PARA,SANTAREM,ETANOL HIDRATADO,6,R$/l,"4,51","0,059","4,45","4,59","0,013"
8/4/2024,8/10/2024,SAO PAULO,SANTO ANDRE,ETANOL HIDRATADO,18,R$/l,"3,98","0,242","3,39","4,59","0,061"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SANTO ANGELO,ETANOL HIDRATADO,4,R$/l,"4,79","0,164","4,59","4,99","0,034"
8/4/2024,8/10/2024,BAHIA,SANTO ANTONIO DE JESUS,ETANOL HIDRATADO,7,R$/l,"4,69","0,000","4,69","4,69","0,000"
8/4/2024,8/10/2024,RIO DE JANEIRO,SANTO ANTONIO DE PADUA,ETANOL HIDRATADO,10,R$/l,"4,45","0,168","4,14","4,59","0,038"
8/4/2024,8/10/2024,SAO PAULO,SANTOS,ETANOL HIDRATADO,15,R$/l,"4,03","0,295","3,64","4,59","0,073"
8/4/2024,8/10/2024,SAO PAULO,SAO BERNARDO DO CAMPO,ETANOL HIDRATADO,19,R$/l,"3,95","0,183","3,59","4,29","0,046"
8/4/2024,8/10/2024,SAO PAULO,SAO CAETANO DO SUL,ETANOL HIDRATADO,10,R$/l,"3,95","0,428","3,39","4,39","0,108"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SAO GABRIEL,ETANOL HIDRATADO,2,R$/l,"4,69","0,283","4,49","4,89","0,060"
8/4/2024,8/10/2024,RIO DE JANEIRO,SAO GONCALO,ETANOL HIDRATADO,9,R$/l,"4,32","0,246","3,84","4,59","0,057"
8/4/2024,8/10/2024,SAO PAULO,SAO JOAO DA BOA VISTA,ETANOL HIDRATADO,8,R$/l,"3,75","0,250","3,39","4,09","0,067"
8/4/2024,8/10/2024,RIO DE JANEIRO,SAO JOAO DE MERITI,ETANOL HIDRATADO,10,R$/l,"4,26","0,174","3,99","4,49","0,041"
8/4/2024,8/10/2024,MINAS GERAIS,SAO JOAO DEL REI,ETANOL HIDRATADO,8,R$/l,"4,09","0,076","3,99","4,19","0,019"
8/4/2024,8/10/2024,SANTA CATARINA,SAO JOSE,ETANOL HIDRATADO,10,R$/l,"4,33","0,288","4,09","4,99","0,066"
8/4/2024,8/10/2024,MARANHAO,SAO JOSE DE RIBAMAR,ETANOL HIDRATADO,8,R$/l,"4,60","0,064","4,49","4,69","0,014"
8/4/2024,8/10/2024,SAO PAULO,SAO JOSE DO RIO PRETO,ETANOL HIDRATADO,19,R$/l,"3,54","0,093","3,45","3,69","0,026"
8/4/2024,8/10/2024,SAO PAULO,SAO JOSE DOS CAMPOS,ETANOL HIDRATADO,19,R$/l,"3,87","0,322","3,57","4,99","0,083"
8/4/2024,8/10/2024,PARANA,SAO JOSE DOS PINHAIS,ETANOL HIDRATADO,11,R$/l,"4,25","0,293","3,99","4,89","0,069"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SAO LEOPOLDO,ETANOL HIDRATADO,6,R$/l,"4,50","0,047","4,45","4,59","0,010"
8/4/2024,8/10/2024,MARANHAO,SAO LUIS,ETANOL HIDRATADO,17,R$/l,"4,49","0,107","4,28","4,59","0,024"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SAO LUIZ GONZAGA,ETANOL HIDRATADO,3,R$/l,"5,05","0,124","4,98","5,20","0,025"
8/4/2024,8/10/2024,ESPIRITO SANTO,SAO MATEUS,ETANOL HIDRATADO,6,R$/l,"4,72","0,241","4,39","4,89","0,051"
8/4/2024,8/10/2024,SAO PAULO,SAO PAULO,ETANOL HIDRATADO,207,R$/l,"3,95","0,390","3,29","5,89","0,099"
8/4/2024,8/10/2024,SAO PAULO,SAO VICENTE,ETANOL HIDRATADO,9,R$/l,"3,85","0,113","3,69","3,99","0,029"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SAPUCAIA DO SUL,ETANOL HIDRATADO,3,R$/l,"4,55","0,058","4,49","4,59","0,013"
8/4/2024,8/10/2024,RIO DE JANEIRO,SAQUAREMA,ETANOL HIDRATADO,7,R$/l,"4,30","0,154","4,09","4,49","0,036"
8/4/2024,8/10/2024,BAHIA,SENHOR DO BONFIM,ETANOL HIDRATADO,9,R$/l,"4,67","0,192","4,40","4,89","0,041"
8/4/2024,8/10/2024,ESPIRITO SANTO,SERRA,ETANOL HIDRATADO,12,R$/l,"4,40","0,142","4,19","4,59","0,032"
8/4/2024,8/10/2024,PERNAMBUCO,SERRA TALHADA,ETANOL HIDRATADO,7,R$/l,"4,86","0,055","4,83","4,99","0,011"
8/4/2024,8/10/2024,BAHIA,SERRINHA,ETANOL HIDRATADO,9,R$/l,"4,60","0,133","4,29","4,71","0,029"
8/4/2024,8/10/2024,SAO PAULO,SERTAOZINHO,ETANOL HIDRATADO,8,R$/l,"4,06","0,038","3,99","4,09","0,009"
8/4/2024,8/10/2024,MINAS GERAIS,SETE LAGOAS,ETANOL HIDRATADO,9,R$/l,"4,20","0,170","3,99","4,49","0,040"
8/4/2024,8/10/2024,MATO GROSSO,SINOP,ETANOL HIDRATADO,12,R$/l,"3,86","0,232","3,47","4,29","0,060"
8/4/2024,8/10/2024,CEARA,SOBRAL,ETANOL HIDRATADO,12,R$/l,"5,27","0,019","5,24","5,29","0,004"
8/4/2024,8/10/2024,SAO PAULO,SOROCABA,ETANOL HIDRATADO,19,R$/l,"3,81","0,189","3,49","4,09","0,050"
8/4/2024,8/10/2024,PARAIBA,SOUSA,ETANOL HIDRATADO,4,R$/l,"4,78","0,005","4,78","4,79","0,001"
8/4/2024,8/10/2024,SAO PAULO,SUMARE,ETANOL HIDRATADO,14,R$/l,"3,82","0,177","3,59","4,19","0,046"
8/4/2024,8/10/2024,SAO PAULO,SUZANO,ETANOL HIDRATADO,10,R$/l,"3,81","0,264","3,39","4,18","0,069"
8/4/2024,8/10/2024,SAO PAULO,TABOAO DA SERRA,ETANOL HIDRATADO,8,R$/l,"4,01","0,607","3,69","5,49","0,151"
8/4/2024,8/10/2024,SAO PAULO,TATUI,ETANOL HIDRATADO,3,R$/l,"3,94","0,278","3,64","4,19","0,071"
8/4/2024,8/10/2024,SAO PAULO,TAUBATE,ETANOL HIDRATADO,11,R$/l,"3,80","0,115","3,59","3,95","0,030"
8/4/2024,8/10/2024,BAHIA,TEIXEIRA DE FREITAS,ETANOL HIDRATADO,7,R$/l,"4,56","0,026","4,54","4,59","0,006"
8/4/2024,8/10/2024,MINAS GERAIS,TEOFILO OTONI,ETANOL HIDRATADO,10,R$/l,"4,23","0,131","4,02","4,39","0,031"
8/4/2024,8/10/2024,PIAUI,TERESINA,ETANOL HIDRATADO,24,R$/l,"4,42","0,132","4,27","4,79","0,030"
8/4/2024,8/10/2024,PARANA,TOLEDO,ETANOL HIDRATADO,12,R$/l,"4,03","0,153","3,89","4,39","0,038"
8/4/2024,8/10/2024,MINAS GERAIS,TRES CORACOES,ETANOL HIDRATADO,8,R$/l,"4,37","0,136","4,14","4,49","0,031"
8/4/2024,8/10/2024,MATO GROSSO DO SUL,TRES LAGOAS,ETANOL HIDRATADO,9,R$/l,"4,07","0,173","3,79","4,28","0,043"
8/4/2024,8/10/2024,RIO DE JANEIRO,TRES RIOS,ETANOL HIDRATADO,7,R$/l,"5,10","0,038","5,09","5,19","0,007"
8/4/2024,8/10/2024,GOIAS,TRINDADE,ETANOL HIDRATADO,7,R$/l,"3,63","0,036","3,59","3,69","0,010"
8/4/2024,8/10/2024,SANTA CATARINA,TUBARAO,ETANOL HIDRATADO,4,R$/l,"4,53","0,055","4,49","4,59","0,012"
8/4/2024,8/10/2024,SAO PAULO,UBATUBA,ETANOL HIDRATADO,8,R$/l,"4,12","0,229","3,85","4,39","0,056"
8/4/2024,8/10/2024,MINAS GERAIS,UBERABA,ETANOL HIDRATADO,16,R$/l,"3,94","0,082","3,79","4,09","0,021"
8/4/2024,8/10/2024,MINAS GERAIS,UBERLANDIA,ETANOL HIDRATADO,21,R$/l,"3,88","0,208","3,67","4,59","0,054"
8/4/2024,8/10/2024,PARANA,UMUARAMA,ETANOL HIDRATADO,13,R$/l,"3,99","0,138","3,85","4,24","0,035"
8/4/2024,8/10/2024,MINAS GERAIS,UNAI,ETANOL HIDRATADO,7,R$/l,"4,24","0,230","3,79","4,49","0,054"
8/4/2024,8/10/2024,PARANA,UNIAO DA VITORIA,ETANOL HIDRATADO,8,R$/l,"4,46","0,138","4,39","4,79","0,031"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,VACARIA,ETANOL HIDRATADO,2,R$/l,"4,82","0,042","4,79","4,85","0,009"
8/4/2024,8/10/2024,BAHIA,VALENCA,ETANOL HIDRATADO,7,R$/l,"4,62","0,112","4,46","4,69","0,024"
8/4/2024,8/10/2024,SAO PAULO,VALINHOS,ETANOL HIDRATADO,10,R$/l,"3,89","0,202","3,64","4,09","0,052"
8/4/2024,8/10/2024,GOIAS,VALPARAISO DE GOIAS,ETANOL HIDRATADO,8,R$/l,"4,08","0,018","4,04","4,09","0,004"
8/4/2024,8/10/2024,MATO GROSSO,VARZEA GRANDE,ETANOL HIDRATADO,16,R$/l,"3,86","0,035","3,77","3,89","0,009"
8/4/2024,8/10/2024,SAO PAULO,VARZEA PAULISTA,ETANOL HIDRATADO,7,R$/l,"4,01","0,129","3,87","4,19","0,032"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,VIAMAO,ETANOL HIDRATADO,2,R$/l,"4,69","0,000","4,69","4,69","0,000"
8/4/2024,8/10/2024,SANTA CATARINA,VIDEIRA,ETANOL HIDRATADO,3,R$/l,"4,80","0,471","4,29","5,22","0,098"
8/4/2024,8/10/2024,ESPIRITO SANTO,VILA VELHA,ETANOL HIDRATADO,9,R$/l,"4,42","0,260","3,99","4,99","0,059"
8/4/2024,8/10/2024,RONDONIA,VILHENA,ETANOL HIDRATADO,5,R$/l,"5,15","0,217","4,99","5,39","0,042"
8/4/2024,8/10/2024,SAO PAULO,VINHEDO,ETANOL HIDRATADO,8,R$/l,"3,91","0,218","3,57","4,19","0,056"
8/4/2024,8/10/2024,ESPIRITO SANTO,VITORIA,ETANOL HIDRATADO,9,R$/l,"4,33","0,126","4,09","4,49","0,029"
8/4/2024,8/10/2024,BAHIA,VITORIA DA CONQUISTA,ETANOL HIDRATADO,5,R$/l,"4,67","0,022","4,65","4,69","0,005"
8/4/2024,8/10/2024,PERNAMBUCO,VITORIA DE SANTO ANTAO,ETANOL HIDRATADO,8,R$/l,"4,52","0,157","4,44","4,89","0,035"
8/4/2024,8/10/2024,RIO DE JANEIRO,VOLTA REDONDA,ETANOL HIDRATADO,8,R$/l,"4,70","0,136","4,49","4,89","0,029"
8/4/2024,8/10/2024,SAO PAULO,VOTORANTIM,ETANOL HIDRATADO,8,R$/l,"3,77","0,146","3,59","3,99","0,039"
8/4/2024,8/10/2024,SAO PAULO,VOTUPORANGA,ETANOL HIDRATADO,9,R$/l,"3,64","0,094","3,55","3,79","0,026"
8/4/2024,8/10/2024,MARANHAO,ACAILANDIA,GASOLINA ADITIVADA,7,R$/l,"6,41","0,088","6,29","6,49","0,014"
8/4/2024,8/10/2024,GOIAS,AGUAS LINDAS DE GOIAS,GASOLINA ADITIVADA,6,R$/l,"6,01","0,128","5,88","6,19","0,021"
8/4/2024,8/10/2024,BAHIA,ALAGOINHAS,GASOLINA ADITIVADA,6,R$/l,"6,36","0,094","6,31","6,55","0,015"
8/4/2024,8/10/2024,MINAS GERAIS,ALFENAS,GASOLINA ADITIVADA,6,R$/l,"6,01","0,180","5,88","6,29","0,030"
8/4/2024,8/10/2024,PARA,ALTAMIRA,GASOLINA ADITIVADA,5,R$/l,"7,26","0,124","7,05","7,35","0,017"
8/4/2024,8/10/2024,SAO PAULO,AMERICANA,GASOLINA ADITIVADA,9,R$/l,"6,26","0,702","5,45","7,99","0,112"
8/4/2024,8/10/2024,GOIAS,ANAPOLIS,GASOLINA ADITIVADA,11,R$/l,"6,36","0,117","6,19","6,54","0,018"
8/4/2024,8/10/2024,RIO DE JANEIRO,ANGRA DOS REIS,GASOLINA ADITIVADA,7,R$/l,"6,71","0,100","6,55","6,79","0,015"
8/4/2024,8/10/2024,GOIAS,APARECIDA DE GOIANIA,GASOLINA ADITIVADA,8,R$/l,"5,98","0,382","5,65","6,87","0,064"
8/4/2024,8/10/2024,PARANA,APUCARANA,GASOLINA ADITIVADA,6,R$/l,"6,40","0,026","6,39","6,44","0,004"
8/4/2024,8/10/2024,SERGIPE,ARACAJU,GASOLINA ADITIVADA,14,R$/l,"6,60","0,108","6,45","6,79","0,016"
8/4/2024,8/10/2024,SAO PAULO,ARACATUBA,GASOLINA ADITIVADA,7,R$/l,"6,11","0,325","5,59","6,49","0,053"
8/4/2024,8/10/2024,TOCANTINS,ARAGUAINA,GASOLINA ADITIVADA,9,R$/l,"6,47","0,149","6,15","6,68","0,023"
8/4/2024,8/10/2024,MINAS GERAIS,ARAGUARI,GASOLINA ADITIVADA,2,R$/l,"5,86","0,014","5,85","5,87","0,002"
8/4/2024,8/10/2024,ALAGOAS,ARAPIRACA,GASOLINA ADITIVADA,12,R$/l,"6,22","0,129","6,09","6,45","0,021"
8/4/2024,8/10/2024,PARANA,ARAPONGAS,GASOLINA ADITIVADA,6,R$/l,"6,18","0,226","5,92","6,49","0,037"
8/4/2024,8/10/2024,SAO PAULO,ARARAS,GASOLINA ADITIVADA,6,R$/l,"5,98","0,126","5,87","6,14","0,021"
8/4/2024,8/10/2024,PERNAMBUCO,ARARIPINA,GASOLINA ADITIVADA,8,R$/l,"6,64","0,179","6,39","6,89","0,027"
8/4/2024,8/10/2024,RIO DE JANEIRO,ARARUAMA,GASOLINA ADITIVADA,7,R$/l,"6,14","0,162","5,89","6,39","0,026"
8/4/2024,8/10/2024,PARANA,ARAUCARIA,GASOLINA ADITIVADA,7,R$/l,"6,35","0,128","6,19","6,58","0,020"
8/4/2024,8/10/2024,MINAS GERAIS,ARAXA,GASOLINA ADITIVADA,8,R$/l,"6,46","0,246","6,19","6,98","0,038"
8/4/2024,8/10/2024,SAO PAULO,ASSIS,GASOLINA ADITIVADA,6,R$/l,"6,59","0,529","5,59","6,89","0,080"
8/4/2024,8/10/2024,SAO PAULO,ATIBAIA,GASOLINA ADITIVADA,9,R$/l,"6,26","0,353","5,79","6,79","0,056"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,BAGE,GASOLINA ADITIVADA,9,R$/l,"7,23","0,090","7,15","7,35","0,012"
8/4/2024,8/10/2024,MARANHAO,BALSAS,GASOLINA ADITIVADA,4,R$/l,"6,96","0,231","6,74","7,27","0,033"
8/4/2024,8/10/2024,MINAS GERAIS,BARBACENA,GASOLINA ADITIVADA,5,R$/l,"6,35","0,055","6,29","6,39","0,009"
8/4/2024,8/10/2024,MARANHAO,BARRA DO CORDA,GASOLINA ADITIVADA,4,R$/l,"6,28","0,139","6,19","6,49","0,022"
8/4/2024,8/10/2024,RIO DE JANEIRO,BARRA MANSA,GASOLINA ADITIVADA,9,R$/l,"6,29","0,131","6,19","6,59","0,021"
8/4/2024,8/10/2024,BAHIA,BARREIRAS,GASOLINA ADITIVADA,8,R$/l,"6,38","0,103","6,29","6,59","0,016"
8/4/2024,8/10/2024,SAO PAULO,BARRETOS,GASOLINA ADITIVADA,5,R$/l,"6,32","0,473","5,79","6,89","0,075"
8/4/2024,8/10/2024,SAO PAULO,BARUERI,GASOLINA ADITIVADA,13,R$/l,"7,39","0,719","5,99","7,99","0,097"
8/4/2024,8/10/2024,SAO PAULO,BAURU,GASOLINA ADITIVADA,5,R$/l,"5,94","0,230","5,59","6,19","0,039"
8/4/2024,8/10/2024,PARAIBA,BAYEUX,GASOLINA ADITIVADA,5,R$/l,"6,33","0,042","6,29","6,39","0,007"
8/4/2024,8/10/2024,SAO PAULO,BEBEDOURO,GASOLINA ADITIVADA,6,R$/l,"5,96","0,271","5,59","6,19","0,045"
8/4/2024,8/10/2024,PARA,BELEM,GASOLINA ADITIVADA,19,R$/l,"6,67","0,286","6,25","7,27","0,043"
8/4/2024,8/10/2024,RIO DE JANEIRO,BELFORD ROXO,GASOLINA ADITIVADA,5,R$/l,"5,86","0,268","5,59","6,29","0,046"
8/4/2024,8/10/2024,MINAS GERAIS,BELO HORIZONTE,GASOLINA ADITIVADA,35,R$/l,"6,65","0,148","6,35","6,99","0,022"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,BENTO GONCALVES,GASOLINA ADITIVADA,10,R$/l,"6,26","0,098","6,09","6,39","0,016"
8/4/2024,8/10/2024,MINAS GERAIS,BETIM,GASOLINA ADITIVADA,9,R$/l,"6,48","0,155","6,25","6,69","0,024"
8/4/2024,8/10/2024,SAO PAULO,BIRIGUI,GASOLINA ADITIVADA,7,R$/l,"6,19","0,224","5,89","6,49","0,036"
8/4/2024,8/10/2024,SANTA CATARINA,BLUMENAU,GASOLINA ADITIVADA,7,R$/l,"6,26","0,265","5,81","6,49","0,042"
8/4/2024,8/10/2024,RORAIMA,BOA VISTA,GASOLINA ADITIVADA,16,R$/l,"6,39","0,055","6,33","6,52","0,009"
8/4/2024,8/10/2024,SAO PAULO,BOTUCATU,GASOLINA ADITIVADA,8,R$/l,"6,03","0,246","5,49","6,26","0,041"
8/4/2024,8/10/2024,SAO PAULO,BRAGANCA PAULISTA,GASOLINA ADITIVADA,8,R$/l,"6,21","0,299","5,63","6,59","0,048"
8/4/2024,8/10/2024,DISTRITO FEDERAL,BRASILIA,GASOLINA ADITIVADA,44,R$/l,"6,12","0,107","5,91","6,65","0,017"
8/4/2024,8/10/2024,BAHIA,BRUMADO,GASOLINA ADITIVADA,4,R$/l,"6,51","0,100","6,46","6,66","0,015"
8/4/2024,8/10/2024,SANTA CATARINA,BRUSQUE,GASOLINA ADITIVADA,10,R$/l,"6,43","0,215","5,96","6,69","0,033"
8/4/2024,8/10/2024,PARAIBA,CABEDELO,GASOLINA ADITIVADA,6,R$/l,"6,29","0,102","6,19","6,44","0,016"
8/4/2024,8/10/2024,PERNAMBUCO,CABO DE SANTO AGOSTINHO,GASOLINA ADITIVADA,4,R$/l,"6,26","0,104","6,14","6,39","0,017"
8/4/2024,8/10/2024,RIO DE JANEIRO,CABO FRIO,GASOLINA ADITIVADA,8,R$/l,"6,42","0,271","6,09","6,78","0,042"
8/4/2024,8/10/2024,SANTA CATARINA,CACADOR,GASOLINA ADITIVADA,8,R$/l,"6,11","0,187","5,98","6,49","0,031"
8/4/2024,8/10/2024,SAO PAULO,CACAPAVA,GASOLINA ADITIVADA,8,R$/l,"5,89","0,350","5,42","6,49","0,059"
8/4/2024,8/10/2024,MATO GROSSO,CACERES,GASOLINA ADITIVADA,4,R$/l,"6,07","0,123","5,91","6,21","0,020"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,CACHOEIRA DO SUL,GASOLINA ADITIVADA,8,R$/l,"6,09","0,042","6,04","6,19","0,007"
8/4/2024,8/10/2024,ESPIRITO SANTO,CACHOEIRO DE ITAPEMIRIM,GASOLINA ADITIVADA,10,R$/l,"6,96","0,155","6,69","7,17","0,022"
8/4/2024,8/10/2024,RONDONIA,CACOAL,GASOLINA ADITIVADA,8,R$/l,"6,89","0,111","6,64","6,99","0,016"
8/4/2024,8/10/2024,BAHIA,CAETITE,GASOLINA ADITIVADA,5,R$/l,"6,67","0,046","6,59","6,70","0,007"
8/4/2024,8/10/2024,RIO GRANDE DO NORTE,CAICO,GASOLINA ADITIVADA,5,R$/l,"6,64","0,207","6,39","6,89","0,031"
8/4/2024,8/10/2024,GOIAS,CALDAS NOVAS,GASOLINA ADITIVADA,10,R$/l,"5,99","0,146","5,85","6,28","0,024"
8/4/2024,8/10/2024,PARANA,CAMBE,GASOLINA ADITIVADA,3,R$/l,"6,65","0,058","6,59","6,69","0,009"
8/4/2024,8/10/2024,PARAIBA,CAMPINA GRANDE,GASOLINA ADITIVADA,13,R$/l,"6,23","0,145","6,04","6,39","0,023"
8/4/2024,8/10/2024,SAO PAULO,CAMPINAS,GASOLINA ADITIVADA,21,R$/l,"6,07","0,248","5,59","6,49","0,041"
8/4/2024,8/10/2024,MINAS GERAIS,CAMPO BELO,GASOLINA ADITIVADA,2,R$/l,"6,19","0,283","5,99","6,39","0,046"
8/4/2024,8/10/2024,MATO GROSSO DO SUL,CAMPO GRANDE,GASOLINA ADITIVADA,19,R$/l,"5,89","0,182","5,59","6,19","0,031"
8/4/2024,8/10/2024,PARANA,CAMPO LARGO,GASOLINA ADITIVADA,5,R$/l,"6,38","0,010","6,37","6,39","0,002"
8/4/2024,8/10/2024,PARANA,CAMPO MOURAO,GASOLINA ADITIVADA,7,R$/l,"5,92","0,193","5,69","6,24","0,033"
8/4/2024,8/10/2024,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,GASOLINA ADITIVADA,15,R$/l,"6,57","0,213","5,89","6,89","0,032"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,CANOAS,GASOLINA ADITIVADA,13,R$/l,"6,27","0,266","5,89","6,79","0,042"
8/4/2024,8/10/2024,SAO PAULO,CARAGUATATUBA,GASOLINA ADITIVADA,9,R$/l,"6,15","0,173","5,99","6,59","0,028"
8/4/2024,8/10/2024,ESPIRITO SANTO,CARIACICA,GASOLINA ADITIVADA,11,R$/l,"6,18","0,144","5,99","6,48","0,023"
8/4/2024,8/10/2024,PERNAMBUCO,CARUARU,GASOLINA ADITIVADA,8,R$/l,"5,97","0,281","5,54","6,39","0,047"
8/4/2024,8/10/2024,PARANA,CASCAVEL,GASOLINA ADITIVADA,16,R$/l,"6,53","0,234","6,06","6,79","0,036"
8/4/2024,8/10/2024,PARA,CASTANHAL,GASOLINA ADITIVADA,5,R$/l,"6,12","0,104","5,99","6,26","0,017"
8/4/2024,8/10/2024,GOIAS,CATALAO,GASOLINA ADITIVADA,4,R$/l,"6,01","0,144","5,84","6,19","0,024"
8/4/2024,8/10/2024,SAO PAULO,CATANDUVA,GASOLINA ADITIVADA,4,R$/l,"6,06","0,195","5,77","6,19","0,032"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,CAXIAS DO SUL,GASOLINA ADITIVADA,19,R$/l,"6,31","0,111","6,09","6,59","0,018"
8/4/2024,8/10/2024,SANTA CATARINA,CHAPECO,GASOLINA ADITIVADA,13,R$/l,"6,24","0,178","6,03","6,59","0,028"
8/4/2024,8/10/2024,PARANA,CIANORTE,GASOLINA ADITIVADA,5,R$/l,"6,02","0,113","5,89","6,14","0,019"
8/4/2024,8/10/2024,MARANHAO,CODO,GASOLINA ADITIVADA,8,R$/l,"6,53","0,032","6,49","6,56","0,005"
8/4/2024,8/10/2024,PARANA,COLOMBO,GASOLINA ADITIVADA,6,R$/l,"6,39","0,190","6,09","6,59","0,030"
8/4/2024,8/10/2024,MINAS GERAIS,CONGONHAS,GASOLINA ADITIVADA,3,R$/l,"6,78","0,000","6,78","6,78","0,000"
8/4/2024,8/10/2024,MINAS GERAIS,CONSELHEIRO LAFAIETE,GASOLINA ADITIVADA,5,R$/l,"6,03","0,199","5,81","6,24","0,033"
